year,category,canonical_category,nominee,nominee_id,work,work_id,role,network,poster_url,nominee_url,winner,show_first_air_date,show_status,show_seasons,show_runtime,show_genres,show_overview,backdrop_url,imdb_show_url,tmdb_show_url,person_birthday,person_birthplace,person_department,person_gender,person_biography,imdb_person_url,tmdb_person_url
2018,Outstanding Drama Series,Outstanding Drama Series,,,The Crown,,,Netflix,https://image.tmdb.org/t/p/w500/1M876KPjulVwppEpldhdc8V4o68.jpg,,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actor in a Comedy Series,Outstanding Lead Actor in a Comedy Series,Anthony Anderson,,Black-ish,,"Andre ""Dre"" Johnson Sr. (Episode: ""Advance to Go (Collect $200)""",ABC,,https://image.tmdb.org/t/p/w500/reO1OjwFdtXmiO4LMDaBj6eatzK.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actor in a Comedy Series,Outstanding Lead Actor in a Comedy Series,Bill Hader,nm0352778,Barry,tt5348176,Barry Berkman / Barry Block (HBO),"Episode: ""Chapter Seven: Loud, Fast, and Keep Going""",https://image.tmdb.org/t/p/w500/j1XpwD11f0BAEI7pX6UdMhUVX2F.jpg,https://image.tmdb.org/t/p/w500/qyT50vQ9PQIEctE1IxDTEsBKstU.jpg,true,2018-03-25,Ended,4,,"Comedy, Crime, Drama",A hit man from the Midwest moves to Los Angeles and gets caught up in the city's theatre arts scene.,https://image.tmdb.org/t/p/w500/nfjqhuGFUWqJD14B4fxlSiZWfeR.jpg,https://www.imdb.com/title/tt5348176/,https://www.themoviedb.org/tv/73107,1978-06-07,"Tulsa, Oklahoma, USA",Acting,Male,"William Thomas Hader Jr. (born June 7, 1978) is an American actor, comedian, writer, and producer. He is the creator, producer, writer, director, and star of the HBO dark comedy series Barry (2018–2023), for which he has been nominated for eight Emmy Awards, winning two.

Hader's initial success was for his eight-year stint (2005–2013) as a cast member on the long-running NBC variety series Saturday Night Live, for which he received four Primetime Emmy Award nominations and a Peabody Award. He became known for his impressions and especially for his work on the Weekend Update segments, in which he played Stefon Meyers, a flamboyant New York tour guide who recommends unusual nightclubs and parties with bizarre characters with unusual tastes. He is also the star and producer of the IFC mockumentary comedy series Documentary Now! (2015–present) which he co-created along with Fred Armisen and Seth Meyers.

Hader has had supporting roles in the films You, Me and Dupree (2006), Hot Rod (2007), Superbad (2007), Forgetting Sarah Marshall (2008), Night at the Museum: Battle of the Smithsonian, (2009), Paul (2011), This Is 40 (2012), and 22 Jump Street (2014), as well as leading roles in The Skeleton Twins (2014), Trainwreck (2015), and as an adult Richie Tozier in It Chapter Two (2019).

He also is known for his extensive work in voice-over, portraying both leading and supporting characters in films such as the Cloudy with a Chance of Meatballs franchise (2009–2013), Turbo (2013), Inside Out (2015), The BFG (2016), Power Rangers (2017), Toy Story 4 (2019) and Lightyear (2022).",https://www.imdb.com/name/nm0352778/,https://www.themoviedb.org/person/19278
2018,Outstanding Lead Actor in a Comedy Series,Outstanding Lead Actor in a Comedy Series,Donald Glover,,Atlanta,,"Earnest ""Earn"" Marks / Teddy Perkins (Episode: ""Teddy Perkins"")",FX,,https://image.tmdb.org/t/p/w500/jqVkQfeeEmdga1G0jpBwwXXwwSK.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actor in a Comedy Series,Outstanding Lead Actor in a Comedy Series,Larry David,,Curb Your Enthusiasm,,"Larry David (Episode: ""Fatwa!"")",HBO,,https://image.tmdb.org/t/p/w500/ojPx93eaDcanOVi4AH14uAFwXhn.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actor in a Comedy Series,Outstanding Lead Actor in a Comedy Series,Ted Danson,,The Good Place,,"Michael (Episode: ""Dance Dance Resolution"")",NBC,,https://image.tmdb.org/t/p/w500/2QUEYVhrKbOkRKeFEUnc5sJby6a.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actor in a Comedy Series,Outstanding Lead Actor in a Comedy Series,William H. Macy,,Shameless,,"Frank Gallagher (Episode: ""Sleepwalking"")",Showtime,,https://image.tmdb.org/t/p/w500/hdVEGSrP8qWlJnt0v5vSVcGOjy7.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actor in a Drama Series,Outstanding Lead Actor in a Drama Series,Ed Harris,,Westworld,,"the Man in Black / William (Episode: ""Vanishing Point"")",HBO,,https://image.tmdb.org/t/p/w500/kUbUA70WPiosPT4kBJMWtGk0ASd.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actor in a Drama Series,Outstanding Lead Actor in a Drama Series,Jason Bateman,,Ozark,,"Martin ""Marty"" Byrde (Episode: ""The Toll"")",Netflix,,https://image.tmdb.org/t/p/w500/wS22fofYtUf4aGXACFwhkTjUk6a.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actor in a Drama Series,Outstanding Lead Actor in a Drama Series,Jeffrey Wright,,Westworld,,"Bernard Lowe (Episode: ""The Passenger"")",HBO,,https://image.tmdb.org/t/p/w500/quunS3w4QtALMDnvA0y81Y2pO9N.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actor in a Drama Series,Outstanding Lead Actor in a Drama Series,Matthew Rhys,nm0722629,The Americans,tt2149175,"Philip Jennings (Episode: ""START"")",FX,https://image.tmdb.org/t/p/w500/w1UBlxEXhbKe8sp0fxFZh7MqTce.jpg,https://image.tmdb.org/t/p/w500/8uktKexgPn0tsW3dsXVNqkqiNh7.jpg,true,2013-01-30,Ended,6,,"Crime, Drama","Set during the Cold War period in the 1980s, The Americans is the story of Elizabeth and Philip Jennings, two Soviet KGB officers posing as an American married couple in the suburbs of Washington D.C. and their neighbor, Stan Beeman, an FBI Counterintelligence agent.",https://image.tmdb.org/t/p/w500/7RrcmIQ7e37M3vMkUNAKCEA6uEy.jpg,https://www.imdb.com/title/tt2149175/,https://www.themoviedb.org/tv/46533,1974-11-08,"Cardiff, Wales, UK",Acting,Male,"Matthew Rhys Evans, known professionally as Matthew Rhys, is a Welsh actor, best-known as Kevin Walker on the U.S. ABC family drama ""Brothers & Sisters"", and as Dylan Thomas in ""The Edge of Love"".",https://www.imdb.com/name/nm0722629/,https://www.themoviedb.org/person/29528
2018,Outstanding Lead Actor in a Drama Series,Outstanding Lead Actor in a Drama Series,Milo Ventimiglia,,This Is Us,,"Jack Pearson (Episode: ""The Car"")",NBC,,https://image.tmdb.org/t/p/w500/9yFPsQCYi9sbPQ0xJGtoAF4Ar6v.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actor in a Drama Series,Outstanding Lead Actor in a Drama Series,Sterling K. Brown,,This Is Us,,"Randall Pearson (Episode: ""Number Three"")",NBC,,https://image.tmdb.org/t/p/w500/uq4kBHad6mOA4iXpX8f16PQJBEA.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actor in a Limited Series or Movie,Outstanding Lead Actor in a Limited Series or Movie,Antonio Banderas,,Genius: Picasso,,Pablo Picasso,Nat Geo,,https://image.tmdb.org/t/p/w500/fce7zl6elUzsv7wudHFc7RgFtjD.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actor in a Limited Series or Movie,Outstanding Lead Actor in a Limited Series or Movie,Benedict Cumberbatch,,Patrick Melrose,,Patrick Melrose,Showtime,,https://image.tmdb.org/t/p/w500/wz3MRiMmoz6b5X3oSzMRC9nLxY1.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actor in a Limited Series or Movie,Outstanding Lead Actor in a Limited Series or Movie,Darren Criss,,The Assassination of Gianni Versace: American Crime Story,,Andrew Cunanan,FX,,https://image.tmdb.org/t/p/w500/kqdhJuaHjgeVcnmA9DwWEIMdtBb.jpg,true,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actor in a Limited Series or Movie,Outstanding Lead Actor in a Limited Series or Movie,Jeff Daniels,,on The Looming Tower,,John P. O'Neill,Hulu,,https://image.tmdb.org/t/p/w500/r0mkZJZnTSJO3HJRsMW5HtszxE8.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actor in a Limited Series or Movie,Outstanding Lead Actor in a Limited Series or Movie,Jesse Plemons,,USS Callister (Black Mirror),,Captain Robert Daly,Netflix,,https://image.tmdb.org/t/p/w500/og4I51GsuwohdPgoELOHVMMqMre.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actor in a Limited Series or Movie,Outstanding Lead Actor in a Limited Series or Movie,John Legend,,Jesus Christ Superstar Live in Concert,,Jesus Christ,NBC,,https://image.tmdb.org/t/p/w500/cCv0YBy2YFFWp9h3kvNPmwWwrCD.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actress in a Comedy Series,Outstanding Lead Actress in a Comedy Series,Allison Janney,,Mom,,"Bonnie Plunkett (Episode: ""Phone Confetti and a Wee Dingle"")",CBS,,https://image.tmdb.org/t/p/w500/kSaSnQ9xU8eVNL0mTppab95dZA8.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actress in a Comedy Series,Outstanding Lead Actress in a Comedy Series,Issa Rae,,Insecure,,"Issa Dee (Episode: ""Hella Great"")",HBO,,https://image.tmdb.org/t/p/w500/uFjimuDgBv8kckApr19t8DykxPH.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actress in a Comedy Series,Outstanding Lead Actress in a Comedy Series,Lily Tomlin,,Grace and Frankie,,"Frankie Bergstein (Episode: ""The Home"")",Netflix,,https://image.tmdb.org/t/p/w500/eoFMSqRykiaXMGCiz7Kxehfqy1W.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actress in a Comedy Series,Outstanding Lead Actress in a Comedy Series,Pamela Adlon,,Better Things,,"Sam Fox (Episode:	""Eulogy"")",FX,,https://image.tmdb.org/t/p/w500/5eIRHUbNOH7ibXa0IfUfFvj5I5L.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actress in a Comedy Series,Outstanding Lead Actress in a Comedy Series,Rachel Brosnahan,nm3014031,The Marvelous Mrs. Maisel,tt5788792,"Miriam ""Midge"" Maisel (Episode: ""Thank You and Good Night"")",Prime Video,https://image.tmdb.org/t/p/w500/zS7fQiOZiKCVH2vlYSiIsFWW8hh.jpg,https://image.tmdb.org/t/p/w500/piB7t3ykZaylYTRoyK46FknyF2p.jpg,true,2017-03-16,Ended,5,,"Comedy, Drama","It’s 1958 Manhattan and Miriam “Midge” Maisel has everything she’s ever wanted - the perfect husband, kids, and Upper West Side apartment. But when her life suddenly takes a turn and Midge must start over, she discovers a previously unknown talent - one that will take her all the way from the comedy clubs of Greenwich Village to a spot on Johnny Carson’s couch.",https://image.tmdb.org/t/p/w500/vQ77kC1amsZECKIxkUIsMJCtBVp.jpg,https://www.imdb.com/title/tt5788792/,https://www.themoviedb.org/tv/70796,1990-07-12,"Milwaukee, Wisconsin, USA",Acting,Female,"Rachel Brosnahan (born July 12, 1990) is an American actress. She is best known for portraying an aspiring stand-up comedian in the Amazon Prime Video period comedy series The Marvellous Mrs. Maisel (2017–2023), for which she won a Primetime Emmy Award in 2018 and two consecutive Golden Globe Awards in 2018 and 2019.On television, she was Emmy-nominated for the political thriller series House of Cards (2013–2015) and acted in the drama series Manhattan (2014–2015). Brosnahan made her film debut in the horror film The Unborn (2009) and has acted in Beautiful Creatures (2013), Louder Than Bombs (2015), The Finest Hours (2016), Patriots Day (2016), Spies in Disguise (2019), The Courier (2020), and I'm Your Woman (2020).

On stage, she made her Broadway debut in the 2013 revival of the Clifford Odets play The Big Knife. She played Desdemona in the 2016 off-Broadway production of Othello and returned to Broadway in the 2023 revival of the Lorraine Hansberry play The Sign in Sidney Brustein's Window.

Description above from the Wikipedia article Rachel Brosnahan, licensed under CC-BY-SA, full list of contributors on Wikipedia.",https://www.imdb.com/name/nm3014031/,https://www.themoviedb.org/person/993774
2018,Outstanding Lead Actress in a Comedy Series,Outstanding Lead Actress in a Comedy Series,Tracee Ellis Ross,,Black-ish,,"Dr. Rainbow ""Bow"" Johnson (Episode: ""Elder. Scam."")",ABC,,https://image.tmdb.org/t/p/w500/dIaX2VojiARhVpxDkOG9ozvsBB.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actress in a Drama Series,Outstanding Lead Actress in a Drama Series,Claire Foy,nm2946516,The Crown,tt4786824,"Queen Elizabeth II (Episode: ""Dear Mrs. Kennedy"")",Netflix,https://image.tmdb.org/t/p/w500/1M876KPjulVwppEpldhdc8V4o68.jpg,https://image.tmdb.org/t/p/w500/ypQrZFp3UPS6VE4TwGibgG2VB0n.jpg,true,2016-11-04,Ended,6,,Drama,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",https://image.tmdb.org/t/p/w500/8VXhcrl5z2I1zEU9X3pkkNrZlD.jpg,https://www.imdb.com/title/tt4786824/,https://www.themoviedb.org/tv/65494,1984-04-16,"Stockport, Greater Manchester, England, UK",Acting,Female,"Claire Elizabeth Foy (born 16 April 1984) is an English actress. She studied acting at the Liverpool John Moores University and the Oxford School of Drama, and made her screen debut in the pilot of the supernatural comedy series Being Human, in 2008. Following her professional stage debut at the Royal National Theatre, she played the title role in the BBC One miniseries Little Dorrit (2008) and made her film debut in the American historical fantasy drama Season of the Witch (2011). Following leading roles in the television series The Promise (2011) and Crossbones (2014), Foy received praise for portraying the ill-fated queen Anne Boleyn in the miniseries Wolf Hall (2015).

Foy was educated at Aylesbury High School from the age of 12 and later attended Liverpool John Moores University, studying drama and screen studies. She also trained in a one-year course at the Oxford School of Drama. She graduated in 2007 and moved to London's Peckham district to share a house with five friends from drama school. While at the Oxford School of Drama, Foy appeared in the plays Top Girls, Watership Down, Easy Virtue, and Touched. After appearing on television, she made her professional stage debut in DNA and The Miracle, two of a trio of single acts directed by Paul Miller at the Royal National Theatre in London (the third was Baby Girl).

Foy gained international recognition for portraying the young Queen Elizabeth II in the first two seasons of the Netflix series The Crown, for which she won a Golden Globe and a Primetime Emmy, among other awards. In 2018, she starred in Steven Soderbergh's psychological thriller Unsane and portrayed Janet Shearon, wife of astronaut Neil Armstrong, in Damien Chazelle's biopic First Man. For the latter role, she was nominated for a BAFTA and a Golden Globe.

Description above from the Wikipedia Claire Foy licensed under CC-BY-SA, full list of contributors on Wikipedia.",https://www.imdb.com/name/nm2946516/,https://www.themoviedb.org/person/120932
2018,Outstanding Lead Actress in a Drama Series,Outstanding Lead Actress in a Drama Series,Elisabeth Moss,,The Handmaid's Tale,,"June Osborne / Offred (Episode: ""The Last Ceremony"")",Hulu,,https://image.tmdb.org/t/p/w500/vZDe22EtLtcHvPr28l4ZM0b7qjG.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actress in a Drama Series,Outstanding Lead Actress in a Drama Series,Evan Rachel Wood,,Westworld,,"Dolores Abernathy (Episode: ""Reunion"")",HBO,,https://image.tmdb.org/t/p/w500/ksXTb2bvqt60bCGRwBlWrNbZHnr.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actress in a Drama Series,Outstanding Lead Actress in a Drama Series,Keri Russell,,The Americans,,"Elizabeth Jennings (Episode: ""The Summit"")",FX,,https://image.tmdb.org/t/p/w500/ykURfUHObA2wnLCtD4jrdMvFPkA.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actress in a Drama Series,Outstanding Lead Actress in a Drama Series,Sandra Oh,,Killing Eve,,"Eve Polastri (Episode: ""I Have a Thing About Bathrooms"")",BBC America,,https://image.tmdb.org/t/p/w500/zU8vjebHxcP60ESEL5Ok68KWZvj.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actress in a Drama Series,Outstanding Lead Actress in a Drama Series,Tatiana Maslany,,Orphan Black,,"various characters (Episode: ""To Right the Wrongs of Many"")",BBC America,,https://image.tmdb.org/t/p/w500/x8lBkm9CBJbIlLpqjEwkQydZ2or.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actress in a Limited Series or Movie,Outstanding Lead Actress in a Limited Series or Movie,Edie Falco,,Law & Order True Crime: The Menendez Murders,,Leslie Abramson,NBC,,https://image.tmdb.org/t/p/w500/jS2Hnr5OmntpX0J7EpH70zAG0mz.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actress in a Limited Series or Movie,Outstanding Lead Actress in a Limited Series or Movie,Jessica Biel,,The Sinner,,Cora Tannetti,USA,,https://image.tmdb.org/t/p/w500/3txkpzteYNW12vpREFpagSrWe6d.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actress in a Limited Series or Movie,Outstanding Lead Actress in a Limited Series or Movie,Laura Dern,,The Tale,,Jennifer Fox,HBO,,https://image.tmdb.org/t/p/w500/gB9PnGEvxKg33OSlcqptQwTBwPE.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actress in a Limited Series or Movie,Outstanding Lead Actress in a Limited Series or Movie,Michelle Dockery,,Godless,,Alice Fletcher,Netflix,,https://image.tmdb.org/t/p/w500/pgPJGf2wAPgoC6Bp5PBJYQV7IVt.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actress in a Limited Series or Movie,Outstanding Lead Actress in a Limited Series or Movie,Regina King,,Seven Seconds,,Latrice Butler,Netflix,,https://image.tmdb.org/t/p/w500/fEIz0ljk9CBrp3AitM5nwjfoGVu.jpg,true,,,,,,,,,,,,,,,,
2018,Outstanding Lead Actress in a Limited Series or Movie,Outstanding Lead Actress in a Limited Series or Movie,Sarah Paulson,,American Horror Story: Cult,,Ally Mayfair-Richards,FX,,https://image.tmdb.org/t/p/w500/tJnhBV516yrekR3hTDUw15UMbxS.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Limited Series,Outstanding Limited Series,,,The Assassination of Gianni Versace: American Crime Story,,,FX,,,true,,,,,,,,,,,,,,,,
2018,Outstanding Limited Series,Outstanding Limited Series,,,The Alienist,,,TNT,https://image.tmdb.org/t/p/w500/zUd4RPbfHuB1zIG2iNI5bdZcQo3.jpg,,false,,,,,,,,,,,,,,,,
2018,Outstanding Limited Series,Outstanding Limited Series,,,Genius: Picasso,,,Nat Geo,https://image.tmdb.org/t/p/w500/waCykVbku2Amh0revf535SOnlmm.jpg,,false,,,,,,,,,,,,,,,,
2018,Outstanding Limited Series,Outstanding Limited Series,,,Godless,,,Netflix,https://image.tmdb.org/t/p/w500/ePOD0ofGWFDTbZR84QhM7kpYMPX.jpg,,false,,,,,,,,,,,,,,,,
2018,Outstanding Limited Series,Outstanding Limited Series,,,Patrick Melrose,,,Showtime,https://image.tmdb.org/t/p/w500/t6ubZ1Bpu0elTzA8tT2mxkrfpxA.jpg,,false,,,,,,,,,,,,,,,,
2018,Outstanding Reality-Competition Program,Outstanding Reality-Competition Program,,,RuPaul's Drag Race,tt1353056,,VH1,https://image.tmdb.org/t/p/w500/ySs9xkTfPgQCUNB2ctOzcMWP14n.jpg,,true,2009-02-02,Returning Series,18,,Reality,"Join RuPaul, the world's most famous drag queen, as the host, mentor and judge for the ultimate in drag queen competitions. The top drag queens in the U.S. will vie for drag stardom as RuPaul, in full glamazon drag, will reign supreme in all judging and eliminations while helping guide the contestants as they prepare for each challenge.",https://image.tmdb.org/t/p/w500/hEtBwhqAzHKihQ1H9QD2kj8bJ5.jpg,https://www.imdb.com/title/tt1353056/,https://www.themoviedb.org/tv/8514,,,,,,,
2018,Outstanding Reality-Competition Program,Outstanding Reality-Competition Program,,,The Amazing Race,,,CBS,https://image.tmdb.org/t/p/w500/x1jq0atcQg6UkaZpco0kFL6QHuM.jpg,,false,,,,,,,,,,,,,,,,
2018,Outstanding Reality-Competition Program,Outstanding Reality-Competition Program,,,American Ninja Warrior,,,NBC,https://image.tmdb.org/t/p/w500/iAL6JYSfMp3v009qbQCyMwiGl2g.jpg,,false,,,,,,,,,,,,,,,,
2018,Outstanding Reality-Competition Program,Outstanding Reality-Competition Program,,,Project Runway,,,Lifetime,https://image.tmdb.org/t/p/w500/586pDee4pRZpGP6sL1l0hDA9Srw.jpg,,false,,,,,,,,,,,,,,,,
2018,Outstanding Reality-Competition Program,Outstanding Reality-Competition Program,,,Top Chef,,,Bravo,https://image.tmdb.org/t/p/w500/z61ri5TRlMCdFLlcdOnyQt4OzAd.jpg,,false,,,,,,,,,,,,,,,,
2018,Outstanding Reality-Competition Program,Outstanding Reality-Competition Program,,,The Voice,,,NBC,https://image.tmdb.org/t/p/w500/t79aBTcPC4vEeeDMv8cWE9tnVwe.jpg,,false,,,,,,,,,,,,,,,,
2018,Outstanding Supporting Actor in a Comedy Series,Outstanding Supporting Actor in a Comedy Series,Alec Baldwin,,Saturday Night Live,,"Donald Trump (Episode: ""Host: Donald Glover"")",NBC,,https://image.tmdb.org/t/p/w500/hzKy7x574eeUS3wt1R3yvWBRpeR.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Supporting Actor in a Comedy Series,Outstanding Supporting Actor in a Comedy Series,Brian Tyree Henry,,Atlanta,,"Alfred ""Paper Boi"" Miles (Episode: ""Woods"")",FX,,https://image.tmdb.org/t/p/w500/2MsJh0bpyzwvOUnXOltHp3j85Pb.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Supporting Actor in a Comedy Series,Outstanding Supporting Actor in a Comedy Series,Henry Winkler,nm0001857,Barry,tt5348176,"Gene Cousineau (Episode: ""Chapter Four: Commit... to YOU"")",HBO,https://image.tmdb.org/t/p/w500/j1XpwD11f0BAEI7pX6UdMhUVX2F.jpg,https://image.tmdb.org/t/p/w500/mGlSRA5RDswEDmY8oWEizXliShp.jpg,true,2018-03-25,Ended,4,,"Comedy, Crime, Drama",A hit man from the Midwest moves to Los Angeles and gets caught up in the city's theatre arts scene.,https://image.tmdb.org/t/p/w500/nfjqhuGFUWqJD14B4fxlSiZWfeR.jpg,https://www.imdb.com/title/tt5348176/,https://www.themoviedb.org/tv/73107,1945-10-30,"New York City, New York, USA",Acting,Male,"Henry Franklin Winkler (born October 30, 1945) is an American actor, director, producer, and author.

Winkler is best known for his role as Fonzie on the 1970s American sitcom Happy Days. ""The Fonz,"" a leather-clad greaser and auto mechanic, started out as a minor character at the show's beginning but had achieved top billing by the time the show ended.",https://www.imdb.com/name/nm0001857/,https://www.themoviedb.org/person/31903
2018,Outstanding Supporting Actor in a Comedy Series,Outstanding Supporting Actor in a Comedy Series,Kenan Thompson,,Saturday Night Live,,"various characters (Episode:	""Host: John Mulaney"")",NBC,,https://image.tmdb.org/t/p/w500/vHPhDGc1om91TzoIQ4zMscpNmxF.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Supporting Actor in a Comedy Series,Outstanding Supporting Actor in a Comedy Series,Louie Anderson,,Baskets,,"Christine Baskets (Episode: ""Thanksgiving"")",FX,,https://image.tmdb.org/t/p/w500/6yxIwla3vi06Hd3l16S5kaXgSI0.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Supporting Actor in a Comedy Series,Outstanding Supporting Actor in a Comedy Series,Tituss Burgess,,Unbreakable Kimmy Schmidt,,"Titus Andromedon (Episode: ""Kimmy and the Beest!"")",Netflix,,https://image.tmdb.org/t/p/w500/aSgNPpLPp8Ou1X6qHdSP6Sq7Gju.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Supporting Actor in a Comedy Series,Outstanding Supporting Actor in a Comedy Series,Tony Shalhoub,,The Marvelous Mrs. Maisel,,"Abraham ""Abe"" Weissman (Episode: ""Thank You and Good Night"")",Prime Video,,https://image.tmdb.org/t/p/w500/1zfBSuAmOr1xXjNg4WzFWPm5B0Z.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Supporting Actor in a Drama Series,Outstanding Supporting Actor in a Drama Series,David Harbour,,Stranger Things,,"Jim Hopper (Episode: ""Chapter Four: Will the Wise"")",Netflix,,https://image.tmdb.org/t/p/w500/qMFtMWlYVtFVyBoBhX5IoA5sN5a.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Supporting Actor in a Drama Series,Outstanding Supporting Actor in a Drama Series,Joseph Fiennes,,The Handmaid's Tale,,"Commander Fred Waterford (Episode:""First Blood"")",Hulu,,https://image.tmdb.org/t/p/w500/fcqZXeEyL6z5vkidPtsMu99JtpB.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Supporting Actor in a Drama Series,Outstanding Supporting Actor in a Drama Series,Mandy Patinkin,,Homeland,,"Saul Berenson  (Episode: ""Species Jump"")",Showtime,,https://image.tmdb.org/t/p/w500/1PeZ6roZvkcoyZZbvoSIWTgGe3a.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Supporting Actor in a Drama Series,Outstanding Supporting Actor in a Drama Series,Matt Smith,,The Crown,,"Prince Philip, Duke of Edinburgh (Episode: ""Mystery Man"")",Netflix,,https://image.tmdb.org/t/p/w500/wxMdHj4UA6LgIU5MiA7CKySZeVU.jpg,false,,,,,,,,,,,,,,,,
2018,Outstanding Supporting Actor in a Drama Series,Outstanding Supporting Actor in a Drama Series,Nikolaj Coster-Waldau,nm0227759,Game of Thrones,tt0944947,Jaime Lannister (Episode:,HBO,https://image.tmdb.org/t/p/w500/1XS1oqL89opfnbLl8WnZY1O1uJx.jpg,https://image.tmdb.org/t/p/w500/9CAd7wr8QZyIN0E7nm8v1B6WkGn.jpg,false,2011-04-17,Ended,8,,"Sci-Fi & Fantasy, Drama, Action & Adventure","Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and icy horrors beyond.",https://image.tmdb.org/t/p/w500/2OMB0ynKlyIenMJWI2Dy9IWT4c.jpg,https://www.imdb.com/title/tt0944947/,https://www.themoviedb.org/tv/1399,1969-06-11,"Morristown, New Jersey, USA",Acting,Male,"Peter Hayden Dinklage (born June 11, 1969) is an American actor. Portraying Tyrion Lannister on the HBO television series Game of Thrones (2011–2019), Dinklage won the Primetime Emmy Award for Outstanding Supporting Actor in a Drama Series a record four times. He also received a Golden Globe Award in 2011 and a Screen Actors Guild Award in 2020 for the role.

Born in the Jersey Shore region of New Jersey, Dinklage studied acting at Bennington College, performing in a number of amateur stage productions. He made his film debut in the black comedy film Living in Oblivion (1995), and had his breakthrough with a starring role in the 2003 comedy-drama The Station Agent. His other films include Elf (2003), Lassie and The Baxter (both in 2005), Find Me Guilty (2006), Penelope (2006), Death at a Funeral (2007), The Chronicles of Narnia: Prince Caspian (2008), Death at a Funeral (2010), X-Men: Days of Future Past (2014), Three Billboards Outside Ebbing, Missouri (2017), The Hunger Games: The Ballad of Songbirds & Snakes (2023), and Wicked (2024). In 2018, he appeared as Eitri in the Marvel film Avengers: Infinity War, and as Hervé Villechaize in the biopic film My Dinner with Hervé. He also provided voice-acting for the video game Destiny, and in 2023, he voiced Scourge in Transformers: Rise of the Beasts. On television, he also starred in the series Dexter: Resurrection in 2025.

Dinklage has also performed in theater, with roles including the title character in Richard III (2003) at the Public Theatre, Rakitin in A Month in the Country (2015) at Classic Stage Company, and Cyrano de Bergerac in Cyrano at the Daryl Roth Theatre in 2019.  Description above is from the Wikipedia article Peter Dinklage.",https://www.imdb.com/name/nm0227759/,https://www.themoviedb.org/person/22970
